playerID,yearID,stint,teamID,lgID,G,AB,R,H,X2B,X3B,HR,RBI,SB,CS,BB,SO,IBB,HBP,SH,SF,GIDP
abadfe01,2016,1,MIN,AL,39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
abadfe01,2016,2,BOS,AL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
abreujo02,2016,1,CHA,AL,159,624,67,183,32,1,25,100,0,2,47,125,7,15,0,9,21
achteaj01,2016,1,LAA,AL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ackledu01,2016,1,NYA,AL,28,61,6,9,0,0,0,4,0,0,8,9,0,0,0,1,0
adamecr01,2016,1,COL,NL,121,225,25,49,7,3,2,17,2,3,24,47,0,4,3,0,5
adamsau01,2016,1,CLE,AL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
adamsma01,2016,1,SLN,NL,118,297,37,74,18,0,16,54,0,1,25,81,1,2,0,3,5
adlemti01,2016,1,CIN,NL,13,21,2,4,2,0,0,3,0,0,0,11,0,0,2,0,0
adriaeh01,2016,1,SFN,NL,40,63,3,16,2,0,2,7,0,1,2,13,0,2,4,0,0
aguilje01,2016,1,CLE,AL,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ahmedni01,2016,1,ARI,NL,90,284,26,62,9,1,4,20,5,2,15,58,3,4,2,3,9
alberan01,2016,1,MIN,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alberha01,2016,1,TEX,AL,35,56,2,8,1,0,0,5,1,0,0,17,0,0,2,0,1
alberma01,2016,1,CHA,AL,58,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
albural01,2016,1,LAA,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alcanar01,2016,1,OAK,AL,16,19,2,4,1,0,0,2,3,3,0,8,0,0,0,0,1
alcanra01,2016,1,OAK,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alexasc01,2016,1,KCA,AL,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alfarjo01,2016,1,PHI,NL,6,16,0,2,0,0,0,0,0,0,1,8,1,0,0,0,0
allenco01,2016,1,CLE,AL,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
almonab01,2016,1,CLE,AL,67,182,24,48,20,1,1,22,8,0,8,42,1,1,0,3,5
almoral01,2016,1,CHN,NL,47,112,14,31,9,1,3,14,0,0,5,20,0,0,0,0,5
alonsyo01,2016,1,OAK,AL,156,482,52,122,34,0,7,56,3,1,45,74,1,1,0,4,15
altavda01,2016,1,SEA,AL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
altheaa01,2016,1,PHI,NL,57,198,23,39,6,0,4,22,7,2,23,69,2,6,0,0,4
altuvjo01,2016,1,HOU,AL,161,640,108,216,42,5,24,96,30,10,60,70,11,7,3,7,15
alvarda01,2016,1,ATL,NL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alvarda01,2016,2,TEX,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alvarda02,2016,1,BAL,AL,2,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
alvarjo02,2016,1,LAA,AL,64,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
alvarpe01,2016,1,BAL,AL,109,337,43,84,20,0,22,49,1,0,37,97,1,0,0,2,6
amarial01,2016,1,SDN,NL,65,140,9,36,2,0,0,11,9,2,8,26,2,0,1,1,5
anderbr04,2016,1,LAN,NL,4,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
anderch01,2016,1,MIL,NL,31,45,3,4,0,0,0,1,0,0,1,27,0,1,5,0,0
anderco01,2016,1,CLE,AL,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anderti01,2016,1,CHA,AL,99,410,57,116,22,6,9,30,10,2,13,117,0,1,6,1,15
anderty01,2016,1,COL,NL,20,35,1,4,0,0,1,3,0,0,4,11,0,0,3,0,0
andinro01,2016,1,MIA,NL,13,24,2,7,0,0,0,1,0,0,0,4,0,0,0,0,0
andrima01,2016,1,TBA,AL,29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
andruel01,2016,1,TEX,AL,147,506,75,153,31,7,8,69,24,8,47,70,2,4,4,7,18
antoldu01,2016,1,TOR,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aokino01,2016,1,SEA,AL,118,417,63,118,24,4,4,28,7,9,34,45,0,9,5,1,9
aquinja01,2016,1,BAL,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
araujel01,2016,1,PHI,NL,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
archech01,2016,1,TBA,AL,33,7,1,0,0,0,0,0,0,0,1,3,0,0,0,0,0
arciaor01,2016,1,MIL,NL,55,201,21,44,10,3,4,17,8,0,15,47,0,0,0,0,6
arciaos01,2016,1,MIN,AL,32,103,8,22,4,0,4,12,0,0,10,46,0,1,0,0,1
arciaos01,2016,2,TBA,AL,21,54,7,14,2,1,2,7,1,1,6,19,0,0,0,1,0
arciaos01,2016,3,MIA,NL,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
arciaos01,2016,4,SDN,NL,14,43,2,5,1,0,2,4,0,0,2,14,0,0,0,0,0
arenano01,2016,1,COL,NL,160,618,116,182,35,6,41,133,2,3,68,103,10,2,0,8,17
armstsh01,2016,1,CLE,AL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arojo01,2016,1,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
arrieja01,2016,1,CHN,NL,31,65,7,17,2,1,2,7,0,0,4,28,0,0,1,0,1
ascheco01,2016,1,PHI,NL,71,197,22,42,15,0,4,18,3,1,18,54,0,2,0,1,1
asheral01,2016,1,PHI,NL,5,11,0,1,0,0,0,2,0,0,0,6,0,0,0,0,0
asuajca01,2016,1,SDN,NL,7,24,2,5,2,0,0,2,0,0,1,4,0,0,0,0,0
austity01,2016,1,NYA,AL,31,83,7,20,3,0,5,12,1,0,7,36,0,0,0,0,1
avilaal01,2016,1,CHA,AL,57,169,19,36,6,0,7,11,0,0,38,78,0,1,0,1,3
avilalu01,2016,1,LAN,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
avilemi01,2016,1,DET,AL,68,167,17,35,5,1,1,6,2,2,9,27,0,2,3,0,5
axforjo01,2016,1,OAK,AL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aybarer01,2016,1,ATL,NL,97,335,27,81,14,2,2,26,3,5,20,59,5,6,3,4,14
aybarer01,2016,2,DET,AL,29,80,7,20,5,0,1,8,0,0,11,11,1,0,0,0,1
baezja01,2016,1,CHN,NL,142,421,50,115,19,1,14,59,12,3,15,108,3,11,1,2,8
baezpe01,2016,1,LAN,NL,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bailean01,2016,1,PHI,NL,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bailean01,2016,2,LAA,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
baileho02,2016,1,CIN,NL,6,10,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1
bandyje01,2016,1,LAA,AL,70,209,23,49,9,0,8,25,1,0,11,38,0,4,3,4,5
barbajo01,2016,1,NYA,AL,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barneau01,2016,1,LAN,NL,21,32,3,5,1,0,0,2,0,0,5,9,0,0,0,0,0
barnebr02,2016,1,COL,NL,48,100,10,22,6,2,0,8,1,2,3,30,0,1,5,0,0
barneda01,2016,1,TOR,AL,104,279,35,75,13,2,4,19,2,2,22,48,1,1,2,2,8
barneda02,2016,1,TOR,AL,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barneja01,2016,1,MIL,NL,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnema01,2016,1,BOS,AL,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barneto01,2016,1,TEX,AL,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
barnhtu01,2016,1,CIN,NL,115,377,34,97,23,1,7,51,1,0,36,72,8,2,2,3,12
barraky01,2016,1,MIA,NL,75,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
barreja01,2016,1,ARI,NL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bassich01,2016,1,OAK,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bastaan01,2016,1,NYN,NL,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bastaan01,2016,2,PIT,NL,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bauertr01,2016,1,CLE,AL,35,5,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0
baumabu01,2016,1,SDN,NL,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bautijo02,2016,1,TOR,AL,116,423,68,99,24,1,22,69,2,2,87,103,1,3,0,4,21
beckch02,2016,1,CHA,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beckhgo01,2016,1,ATL,NL,85,240,25,52,16,1,5,30,1,0,26,50,1,4,0,3,12
beckhgo01,2016,2,SFN,NL,3,5,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0
beckhti01,2016,1,TBA,AL,64,198,25,49,12,5,5,16,2,1,14,67,0,1,2,0,3
bedroca01,2016,1,LAA,AL,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
belisma01,2016,1,WAS,NL,40,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
belljo02,2016,1,PIT,NL,45,128,18,35,8,0,3,19,0,1,21,19,0,0,0,3,4
beltbr01,2016,1,SFN,NL,156,542,77,149,41,8,17,82,0,4,104,148,4,5,0,4,7
beltrad01,2016,1,TEX,AL,153,583,89,175,31,1,32,104,1,1,48,66,6,6,0,3,10
beltrca01,2016,1,NYA,AL,99,359,50,109,21,0,22,64,0,0,22,70,3,2,0,4,13
beltrca01,2016,2,TEX,AL,52,193,23,54,12,0,7,29,1,0,13,31,1,0,0,0,6
beninan01,2016,1,BOS,AL,34,105,16,31,11,1,2,14,1,0,10,25,0,1,1,1,0
benoijo01,2016,1,SEA,AL,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
benoijo01,2016,2,TOR,AL,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
beresja01,2016,1,MIN,AL,10,22,0,5,1,0,0,0,0,0,1,6,0,0,1,0,0
bergmch01,2016,1,COL,NL,15,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
berrijo01,2016,1,MIN,AL,14,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
betande01,2016,1,NYA,AL,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bethach01,2016,1,SDN,NL,73,193,20,44,9,0,6,25,1,2,10,56,0,0,0,1,9
bettich01,2016,1,COL,NL,32,49,2,2,0,0,0,2,0,0,4,21,0,0,5,0,1
bettsmo01,2016,1,BOS,AL,158,672,122,214,42,5,31,113,26,4,49,80,1,2,0,7,12
biagijo01,2016,1,TOR,AL,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blachty01,2016,1,SFN,NL,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
blackch02,2016,1,COL,NL,143,578,111,187,35,5,29,82,17,9,43,102,4,13,3,4,2
blairaa01,2016,1,ATL,NL,15,21,0,1,0,0,0,0,0,0,0,9,0,0,2,0,0
blancan01,2016,1,PHI,NL,90,190,26,48,15,1,4,21,2,3,11,41,0,7,0,1,7
blancgr01,2016,1,SFN,NL,106,241,28,54,10,4,1,18,6,3,29,51,4,1,1,1,5
blantjo01,2016,1,LAN,NL,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blashja01,2016,1,SDN,NL,38,71,7,12,2,0,3,5,1,0,11,34,0,2,0,0,3
blazemi01,2016,1,MIL,NL,42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bleieri01,2016,1,NYA,AL,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
blevije01,2016,1,NYN,NL,73,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
